Date;23-9-2021;;;;;;;;;;;
7418Z9;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SIGNIFY;SIGNIFY;SIGNIFY NV;NL0011821392;E 
729499;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SIMAC TECHNIEK DEAD - 10/03/14;SIMAC TECHNIEK DEAD - 10/03/14;SIMAC TECHNIEK NV;NL0000441616;E 
504959;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SLIGRO FOOD GROUP;SLIGRO FOOD GROUP;SLIGRO FOOD GROUP NV;NL0000817179;E 
362709;Y;EQ;P;GERMANY;GERMANY;E;NL;SMARTRAC DEAD - 17/06/13;SMARTRAC DEAD - 17/06/13;SMARTRAC NV;NL0000186633;E 
950807;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SMIT INTL.CERTS. DEAD - 05/05/10;SMIT INTERNATIONAL CERTIFICATES DEAD - 05/05/10;SMIT INTERNATIONAL;NL0000383800;E 
143235;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SMIT TRAFO 'A' DEAD - DELIST 17/11/00;SMIT TRAFO 'A' DEAD - DELIST 17/11/00;SMIT TRANSFORMATOR;NL0000383834;E 
308444;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SNOWWORLD;SNOWWORLD;SNOWWORLD;NL0010627865;E 
35957F;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SNS REAAL DEAD - 27/03/13;SNS REAAL DEAD - 27/03/13;SNS REAAL;NL0000390706;E 
276830;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SNT DEAD - 30/05/05;SNT DEAD - 30/05/05;SNT NV;NL0000383909;E 
412588;Y;EQ;P;NETHERLANDS;UNITED KINGDOM;E;NL;SPAZIO INVESTMENT (DI) DEAD - 16/12/09;SPAZIO INVESTMENT (DI) DEAD - 16/12/09;SPAZIO INVESTMENT NV;NL0000686319;E 
729253;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SPHINX GUSTVBG.KON. DEAD - T/O BY 698813;SPHINX GUSTAVSBERG KONINKLIJKE DEAD - T/O BY 698813;SPHINX GUSTAVSBERG KONINKLIJKE;NL0000385078;E 
29027R;Y;EQ;S;NETHERLANDS;NETHERLANDS;E;NL;SPYKER DEAD - 16/09/13;SPYKER DEAD - 16/09/13;SPYKER;NL0010363529;E 
741107;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;STAAL BANKIERS DEAD - DELIST.10/04/96;STAAL BANKIERS DEAD - DELIST.10/04/96;STAAL BANKIERS;NL0000385631;FL
932773;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;STERN GROEP;STERN GROEP;STERN GROEP NV;NL0000336303;E 
929704;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;STORK DEAD - TAKEOVER 904708;STORK DEAD - TAKEOVER 904708;STORK NV;NL0000390672;E 
745052;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SUPER DE BOER DEAD - 19/01/10;SUPER DE BOER DEAD - 19/01/10;SUPER DE BOER;NL0006144503;E 
686743;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;TAS GROEP DEAD - DELIST.21/12/00;TAS GROEP DEAD - DELIST.21/12/00;TAS GROEP;NL0000388882;E 
724079;Y;UT;P;NETHERLANDS;NA;E;NL;TCM VIETNAM HIGH DIVIDEND EQUITY;TCM VIETNAM HIGH DIVIDEND EQUITY;TCM VIETNAM HIGH;NL0006489189;E 
32388X;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;TELE ATLAS DEAD - T/O 31102D;TELE ATLAS DEAD - T/O 31102D;TELE ATLAS NV;NL0000233948;E 
921048;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;TELEGRAAF MEDIA GROEP DEAD - DELIST.22/02/18;TELEGRAAF MEDIA GROEP DEAD - DELIST.22/02/18;TELEGRAAF MEDIA GROEP NV;NL0000386605;E 
690098;Y;EQ;P;GERMANY;GERMANY;E;NL;TELEPLAN INTL. DEAD - 06/12/17;TELEPLAN INTERNATIONAL DEAD - 06/12/17;TELEPLAN INTERNATIONAL NV;NL0000229458;E 
270079;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;TELE2 NETHERLANDS DEAD - 21/05/08;TELE2 NETHERLANDS DEAD - 21/05/08;TELE2 NETHERLANDS HOLDING;NL0006129264;E 
930119;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;TEN CATE DEAD - 17/03/16;TEN CATE DEAD - 17/03/16;KONINKLIJKE TEN CATE NV;NL0000375749;E 
932897;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;TEXTIELGRP TWENTE DEAD - 01/07/02;TEXTIELGRP TWENTE DEAD - 01/07/02;KONINKLIJKE TEXTIELGROEP TWENTHE NV;NL0000386936;E 
41412F;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;THE MEMBER COMPANY DEAD - 25/01/13;THE MEMBER COMPANY DEAD - 25/01/13;THE MEMBER COMPANY;NL0000290997;E 
936400;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;THOMASSEN DRIJVER;THOMASSEN DRIJVER;THOMASSEN DRIJVER;NA;FL
276825;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;TIE KINETIX;TIE KINETIX;TIE KINETIX NV;NL0010389508;E 
932903;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;TKH GROUP;TKH GROUP;TKH GROUP NV DUTCH CERTIFICATE;NL0000852523;E 
75776X;Y;EQ;S;NETHERLANDS;NETHERLANDS;E;NL;TNT EXPRESS DEAD - 04/07/16;TNT EXPRESS DEAD - 04/07/16;TNT EXPRESS NV;NL0009739424;E 
31102D;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;TOM TOM;TOM TOM;TOM TOM NV;NL0013332471;E 
870929;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;TOOLEX INTERNATIONAL DEAD - DELIST.12/10/01;TOOLEX INTERNATIONAL DEAD - DELIST.12/10/01;TOOLEX INTERNATIONAL NV;NL0000387017;E 
288925;Y;EQ;P;NETHERLANDS;FRANCE;E;NL;TRADER CLASSIFIED MEDIA (PAR);TRADER CLASSIFIED MEDIA (PAR);TRADER CLASSIFIED MEDIA;NL0000233187;E 
32707J;Y;GDR;P;UNITED KINGDOM;UNITED KINGDOM;U$;US;TRADER MEDIA EAST GDR DEAD - DELIST.02/01/20;TRADER MEDIA EAST GDR DEAD - DELIST.02/01/20;TRADER MEDIA EAST LIMITED;US89255G2084;U$
867815;Y;EQ;P;UNITED STATES;UNITED STATES;U$;NL;TRIPLE P NV;TRIPLE P NV;TRIPLE P NV;NL0000387116;U$
892785;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;UCC GROEP NM DEAD - DELIST 03/08/01;UCC GROEP NM DEAD - DELIST 03/08/01;UCC GROEP NM;NL0000388387;E 
998101;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;UNI-INVEST (VERENIG) DEAD - DEAD 10/01/03;UNI-INVEST (VERENIG) DEAD - DEAD 10/01/03;UNI-INVEST (VERENIG);NL0000288819;E 
932911;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;UNILEVER DEAD - 30/11/20;UNILEVER DEAD - 30/11/20;UNILEVER DUTCH CERTIFICATE;NL0000388619;E 
27508J;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;UNION NV DEAD - DEAD;UNION NV DEAD - DEAD;UNION NV;NA;E 
8702VP;Y;EQ;P;UNITED STATES;UNITED STATES;U$;NL;UNIQURE;UNIQURE;UNIQURE NV;NL0010696654;U$
676348;Y;EQ;S;NETHERLANDS;NETHERLANDS;E;NL;UNIT 4 DEAD - 22/04/14;UNIT 4 DEAD - 22/04/14;UNIT 4 NV;NL0000389096;E 
690823;N;EQ;P;UNITED STATES;NETHERLANDS;E;NL;UTD.PAN-EURO COMMS. 'A' DEAD - DEAD 05/09/03;UNITED PAN-EURO COMMUNICATIONS 'A' DEAD - DEAD 05/09/03;UGC EUROPE INCORPORATED;NL0000389112;E 
25711Q;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;UNIVAR DEAD - 19/11/07;UNIVAR DEAD - 19/11/07;UNIVAR NV;NL0000388809;E 
50266J;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;UPC HOLDING;UPC HOLDING;UPC HOLDING;NA;E 
932820;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;USG PEOPLE DEAD - 22/07/16;USG PEOPLE DEAD - 22/07/16;USG PEOPLE NV;NL0000354488;E 
719610;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;VALUE8;VALUE8;VALUE8 NV;NL0010661864;E 
741706;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;VAN DER MOOLEN DEAD - 23/12/10;VAN DER MOOLEN DEAD - 23/12/10;VAN DER MOOLEN NV;NL0000370179;E 
932785;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;VAN HEEK-TWEKA DEAD - DEAD 24/11/03;VAN HEEK-TWEKA DEAD - DEAD 24/11/03;VAN HEEK-TWEKA;NL0000341709;E 
670375;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;VAN LANSCHOT KEMPEN;VAN LANSCHOT KEMPEN;VAN LANSCHOT KEMPEN NV;NL0000302636;E 
866590;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;VAN LEER KON. DEAD - T/O BY 772286;VAN LEER KONINKLIJKE DEAD - T/O BY 772286;VAN LEER KONINKLIJKE;NL0000364750;E 
998416;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;VAN MELLE DEAD - TAKEOV 12/04/01;VAN MELLE DEAD - TAKEOV 12/04/01;VAN MELLE NV;NL0000442366;E 
904553;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;VAN OMMEREN (KON) DEAD - T/O BY 278066;VAN OMMEREN (KON) DEAD - T/O BY 278066;KONINKLIJKE VAN OMMEREN NV;NL0000375764;E 
27188D;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;VAN OORD GROEP N V;VAN OORD GROEP N V;VAN OORD GROEP N V;NA;E 
29450E;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;VAN OORD GROEP NV;VAN OORD GROEP NV;VAN OORD GROEP NV;NA;E 
508266;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;VASTNED OFFICES INDL. DEAD - 14/10/11;VASTNED OFFICES INDUSTRIAL DEAD - 14/10/11;VASTNED OFFICES INDUSTRIAL;NL0000288934;E 
756826;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;VASTNED RETAIL;VASTNED RETAIL;VASTNED RETAIL NV;NL0000288918;E 
741843;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;VD HOOP BANKIERS DEAD - 22/12/06;VD HOOP BANKIERS DEAD - 22/12/06;VD HOOP BANKIERS NV;NL0000359354;E 
897451;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;VEDIOR DEAD - 27/06/08;VEDIOR DEAD - 27/06/08;VEDIOR NV;NL0006005662;E 
26422R;Y;EQ;S;NETHERLANDS;GERMANY;E;AN;VELCRO INDUSTRIES (BER) DEAD - 02/06/09;VELCRO INDUSTRIES (BER) DEAD - 02/06/09;VELCRO INDUSTRIES;AN9225711045;E 
143724;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;VENDEX KBB DEAD - DELIST 03/08/04;VENDEX KBB DEAD - DELIST 03/08/04;KONINKLIJKE VENDEX;NL0000390979;E 
933000;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;VERN.GLAS. DEAD - DELIST.15/06/95;VEREENIGDE GLASFABRIKEN DEAD - DELIST.15/06/95;VEREENIGDE GLASFABRIKEN;NL0000390235;FL
27508K;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;VERENIGDE COOP MELKINDUS COBERCO BA;VERENIGDE COOP MELKINDUS COBERCO BA;VERENIGDE COOP MELKINDUS;NA;E 
923987;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;VERTO CERTS. DEAD - DELIST 28/01/00;VERTO CERTIFICATES DEAD - DELIST 28/01/00;VERTO;NL0000391258;E 
998422;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;VHS ONROEREND DEAD - 23/08/05;VHS ONROEREND DEAD - 23/08/05;VHS ONROEREND NV;NL0000440899;E 
307075;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;VILENZO DEAD - 25/11/05;VILENZO DEAD - 25/11/05;VILENZO INTERNATIONAL NV;NL0000442309;E 
50853Q;Y;GDR;P;NETHERLANDS;UNITED KINGDOM;U$;US;VIMETCO GDR 'REGS';VIMETCO GDR 'REGS';VIMETCO N V USD GDR 144A;US92718P2039;U$
69832V;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;BM;VIMPELCOM LTD;VIMPELCOM LTD;VIMPELCOM LTD;BMG9360W1073;E 
916163;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;VNU DEAD - 11/07/06;VNU DEAD - 11/07/06;NIELSEN COMPANY BV;NL0000389872;E 
698782;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;VODAFONE LIBERTEL DEAD - DEAD 05/04/03;VODAFONE LIBERTEL DEAD - DEAD 05/04/03;VODAFONE LIBERTEL NV;NL0000371904;E 
952355;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;VOLKER WESSELS STEVIN;VOLKER WESSELS STEVIN;VOLKER WESSELS STEVIN;NL0000392926;E 
9068VE;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;VOLKERWESSELS DEAD - DELIST.15/04/20;VOLKERWESSELS DEAD - DELIST.15/04/20;VOLKERWESSELS WI;NL0012294466;E 
741675;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;VREDESTEIN DEAD - DEAD 27/10/03;VREDESTEIN DEAD - DEAD 27/10/03;VREDESTEIN NV;NL0000394005;E 
923540;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;VRG-GROEP MERGER - SEE 929136;VRG-GROEP MERGER - SEE 929136;VRG-GROEP;NL0000393072;FL
41271K;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;WAVIN DEAD - 12/07/12;WAVIN DEAD - 12/07/12;WAVIN;NL0009412683;E 
933010;Y;EQ;S;NETHERLANDS;NETHERLANDS;E;NL;WEGENER DEAD - 02/07/12;WEGENER DEAD - 02/07/12;KONINKLIJKE WEGENER NV;NL0000394567;E 
307074;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;WELNA DEAD - DELIST 16/07/99;WELNA DEAD - DELIST 16/07/99;WELNA NV;NL0000441889;E 
923388;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;WERELDHAVE;WERELDHAVE;WERELDHAVE NV;NL0000289213;E 
308977;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;WESSANEN DEAD - DELIST.01/11/19;WESSANEN DEAD - DELIST.01/11/19;WESSANEN NV;NL0000395317;E 
922867;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;WESSANEN CERTS. MERGER SEE 308977;WESSANEN CERTIFICATES MERGER SEE 308977;WESSANEN NV;NA;FL
741955;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;WEWELER DEAD - DELIST 03/08/01;WEWELER DEAD - DELIST 03/08/01;WEWELER NV;NL0000440949;E 
998419;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;WOLFF HANDELMIJ JOH DEAD - T/O BY 997679;WOLFF HANDELMIJ JOH DEAD - T/O BY 997679;WOLFF HANDELMIJ;NL0000441012;FL
932826;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;WOLTERS KLUWER;WOLTERS KLUWER;WOLTERS KLUWER NV;NL0000395903;E 
276957;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;WORLD ONLINE INT. DEAD - DELIST.12/01/01;WORLD ONLINE INTEREST DEAD - DELIST.12/01/01;WORLD ONLINE INTEREST;NL0000395937;E 
69819D;Y;EQ;P;UNITED STATES;UNITED STATES;U$;NL;WRIGHT MEDICAL GROUP DEAD - DELIST.12/11/20;WRIGHT MEDICAL GROUP DEAD - DELIST.12/11/20;WRIGHT MEDICAL GROUP NV;NL0011327523;U$
933012;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;WS VASTGOED WESTERSUYKER DEAD - 28/06/05;WS VASTGOED WESTERSUYKER DEAD - 28/06/05;WS VASTGOED WESTERSUYKER;NL0000395689;E 
27508M;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;WYERS BEHEER NV DEAD - DEAD;WYERS BEHEER NV DEAD - DEAD;WYERS BEHEER NV;NA;E 
897915;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;XEIKON DEAD - 19/03/14;XEIKON DEAD - 19/03/14;XEIKON;NL0006007247;E 
29151K;N;EQ;P;SLOVAKIA;CZECH REPUBLIC;CK;NL;ZENTIVA DEAD - 28/04/09;ZENTIVA DEAD - 28/04/09;ZENTIVA NV;NL0000405173;CK
86971F;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;ZIGGO DEAD - 22/12/14;ZIGGO DEAD - 22/12/14;ZIGGO;NL0006294290;E 
35642L;Y;EQ;P;NETHERLANDS;UNITED KINGDOM;£;NL;2WAYTRAFFIC (DI) DEAD - 01/07/08;2WAYTRAFFIC (DI) DEAD - 01/07/08;2WAYTRAFFIC NV;NL0000181469;£ 
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
